Crash_Ref_Number,Crash_Severity,Crash_Month,Crash_Month_Num,Crash_Day_Of_Week,Crash_Day_Num,Crash_Hour,Crash_Nature,Crash_Type,Crash_Latitude,Crash_Longitude,Loc_Post_Code,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Count_Unit_Car,DCA_Code,DCA_Description
70263,Medical treatment,May,5,Saturday,6,20,Rear-end,Multi-Vehicle,-27.57233944,152.958205,4076,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
70422,Medical treatment,November,11,Thursday,4,19,Sideswipe,Multi-Vehicle,-27.65221178,153.0700826,4116,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,05,Lane Change
70677,Minor injury,December,12,Wednesday,3,18,Hit object,Single Vehicle,-27.50912446,153.155774,4155,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Dip,1,21,Other
70764,Hospitalisation,August,8,Monday,1,7,Head-on,Multi-Vehicle,-27.55882146,153.175176,4156,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,2,02,Head-on
70787,Medical treatment,November,11,Wednesday,3,6,Rear-end,Multi-Vehicle,-27.64765845,153.049133,4116,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
70795,Hospitalisation,April,4,Monday,1,15,Rear-end,Multi-Vehicle,-27.64005147,153.240598,4165,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,3,04,Rear-end
70806,Hospitalisation,September,9,Thursday,4,19,Rear-end,Multi-Vehicle,-27.50723545,153.038766,4120,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
70930,Hospitalisation,December,12,Friday,5,6,Rear-end,Multi-Vehicle,-27.56611247,153.239374,4164,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,6,04,Rear-end
71009,Minor injury,October,10,Thursday,4,13,Rear-end,Multi-Vehicle,-27.56828947,153.274306,4164,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
71178,Hospitalisation,February,2,Saturday,6,21,Hit object,Single Vehicle,-27.58570547,153.255683,4164,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Level,1,16,Off Carriageway on Straight Hit Object
71183,Hospitalisation,February,2,Monday,1,8,Angle,Multi-Vehicle,-27.58879547,153.228496,4165,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,2,01,Intersection: Adjacent Approach
71333,Hospitalisation,December,12,Saturday,6,12,Hit object,Single Vehicle,-27.32161845,153.0507611,4017,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
71492,Medical treatment,October,10,Friday,5,8,Rear-end,Multi-Vehicle,-27.50540545,153.038882,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
72879,Medical treatment,June,6,Wednesday,3,7,Rear-end,Multi-Vehicle,-27.59776344,152.921284,4076,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
73000,Medical treatment,February,2,Tuesday,2,16,Angle,Multi-Vehicle,-27.60201447,153.261137,4165,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,3,03,Opposing Vehicles Turning
73117,Medical treatment,December,12,Wednesday,3,15,Hit object,Single Vehicle,-27.30282845,153.0444201,4017,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,16,Off Carriageway on Straight Hit Object
76096,Minor injury,August,8,Friday,5,15,Rear-end,Multi-Vehicle,-27.31271545,153.0411261,4017,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
76264,Minor injury,March,3,Sunday,7,2,Hit parked vehicle,Single Vehicle,-27.51491645,153.044643,4120,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,10,Hit Parked Vehicle
76267,Hospitalisation,March,3,Sunday,7,12,Rear-end,Multi-Vehicle,-27.51913645,153.051008,4120,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,5,04,Rear-end
76269,Hospitalisation,March,3,Sunday,7,12,Rear-end,Multi-Vehicle,-27.30018744,153.0162461,4036,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,2,04,Rear-end
76274,Medical treatment,May,5,Wednesday,3,7,Sideswipe,Multi-Vehicle,-27.63236145,153.064265,4116,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
85808,Medical treatment,September,9,Friday,5,5,Hit object,Single Vehicle,-27.56199744,152.994175,4106,80 - 90 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,1,16,Off Carriageway on Straight Hit Object
88871,Medical treatment,October,10,Thursday,4,8,Rear-end,Multi-Vehicle,-27.57165344,152.944081,4076,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,2,04,Rear-end
95105,Medical treatment,October,10,Monday,1,6,Sideswipe,Multi-Vehicle,-27.41934045,153.03503,4030,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
95113,Medical treatment,October,10,Wednesday,3,7,Rear-end,Multi-Vehicle,-27.64815845,153.052716,4116,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
95118,Hospitalisation,October,10,Wednesday,3,14,Angle,Multi-Vehicle,-27.58181045,153.096886,4113,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,2,03,Opposing Vehicles Turning
95125,Hospitalisation,October,10,Saturday,6,23,Rear-end,Multi-Vehicle,-27.44079845,153.031816,4030,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
95309,Medical treatment,May,5,Monday,1,6,Rear-end,Multi-Vehicle,-27.57161045,153.107571,4123,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
95414,Hospitalisation,April,4,Wednesday,3,16,Rear-end,Multi-Vehicle,-27.41125645,153.068968,4011,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,4,12,Pedestrian
95606,Minor injury,March,3,Thursday,4,16,Rear-end,Multi-Vehicle,-27.64180844,153.011338,4110,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
96285,Medical treatment,May,5,Friday,5,19,Hit object,Single Vehicle,-27.48956245,153.122836,4153,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,1,16,Off Carriageway on Straight Hit Object
97825,Hospitalisation,February,2,Sunday,7,11,Rear-end,Multi-Vehicle,-27.31383945,153.0477811,4017,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,1,04,Rear-end
97845,Fatal,April,4,Sunday,7,18,Head-on,Multi-Vehicle,-27.30626545,153.0441991,4017,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Curved - view open,Level,6,02,Head-on
97935,Minor injury,December,12,Tuesday,2,18,Hit object,Single Vehicle,-27.58706644,152.927871,4076,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,1,19,Off Carriageway on Curve Hit Object
97946,Minor injury,September,9,Monday,1,11,Rear-end,Multi-Vehicle,-27.31634344,153.0028171,4036,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
98129,Medical treatment,August,8,Thursday,4,5,Overturned,Single Vehicle,-27.55485644,152.940564,4074,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,1,16,Off Carriageway on Straight Hit Object
98137,Hospitalisation,December,12,Sunday,7,10,Rear-end,Multi-Vehicle,-27.44670145,153.032736,4006,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,3,04,Rear-end
98161,Hospitalisation,August,8,Thursday,4,8,Rear-end,Multi-Vehicle,-27.43595745,153.095726,4009,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,3,04,Rear-end
98422,Minor injury,January,1,Tuesday,2,5,Sideswipe,Multi-Vehicle,-27.52176545,153.053096,4121,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,05,Lane Change
98455,Hospitalisation,August,8,Thursday,4,20,Head-on,Multi-Vehicle,-27.52484746,153.163886,4156,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Level,2,02,Head-on
98468,Hospitalisation,September,9,Monday,1,6,Sideswipe,Multi-Vehicle,-27.47361245,153.116878,4173,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,5,05,Lane Change
99077,Medical treatment,March,3,Thursday,4,8,Rear-end,Multi-Vehicle,-27.60026182,152.9203174,4076,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
99092,Medical treatment,November,11,Monday,1,12,Head-on,Multi-Vehicle,-27.55893446,153.171955,4156,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,02,Head-on
99114,Medical treatment,November,11,Thursday,4,10,Angle,Multi-Vehicle,-27.48904146,153.196066,4159,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,2,01,Intersection: Adjacent Approach
99415,Hospitalisation,November,11,Friday,5,16,Rear-end,Multi-Vehicle,-27.52072645,153.052198,4121,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,04,Rear-end
99416,Medical treatment,November,11,Saturday,6,14,Rear-end,Multi-Vehicle,-27.49154546,153.124229,4153,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,04,Rear-end
99434,Medical treatment,June,6,Friday,5,13,Hit object,Single Vehicle,-27.35368144,152.9680971,4035,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,1,19,Off Carriageway on Curve Hit Object
99435,Medical treatment,June,6,Friday,5,14,Hit object,Single Vehicle,-27.53496344,152.946576,4074,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,16,Off Carriageway on Straight Hit Object
99449,Medical treatment,June,6,Tuesday,2,17,Sideswipe,Multi-Vehicle,-27.48334445,153.120019,4173,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,1,05,Lane Change
99455,Hospitalisation,December,12,Monday,1,21,Hit pedestrian,Hit pedestrian,-27.51709046,153.217943,4161,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,1,12,Pedestrian
99633,Minor injury,April,4,Wednesday,3,18,Rear-end,Multi-Vehicle,-27.50718146,153.124736,4153,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,1,04,Rear-end
99653,Hospitalisation,July,7,Friday,5,19,Rear-end,Multi-Vehicle,-27.64170044,153.0116,4110,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
99710,Hospitalisation,June,6,Monday,1,6,Sideswipe,Multi-Vehicle,-27.41801445,153.087563,4009,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,1,05,Lane Change
106621,Hospitalisation,October,10,Wednesday,3,15,Sideswipe,Multi-Vehicle,-27.32259145,153.0505211,4017,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
106690,Medical treatment,May,5,Thursday,4,17,Rear-end,Multi-Vehicle,-27.47382945,153.116989,4173,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,3,04,Rear-end
115046,Hospitalisation,December,12,Tuesday,2,1,Overturned,Single Vehicle,-27.55822744,152.939806,4074,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,2,04,Rear-end
117523,Hospitalisation,April,4,Tuesday,2,16,Angle,Multi-Vehicle,-27.37495943,152.8405111,4520,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,2,02,Head-on
120878,Medical treatment,January,1,Sunday,7,11,Rear-end,Multi-Vehicle,-27.28510045,153.0624411,4017,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
122309,Medical treatment,February,2,Tuesday,2,13,Angle,Multi-Vehicle,-27.36792045,153.097588,4014,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
126634,Fatal,May,5,Tuesday,2,13,Head-on,Multi-Vehicle,-27.59289844,152.994115,4077,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,1,02,Head-on
126642,Medical treatment,June,6,Tuesday,2,17,Rear-end,Multi-Vehicle,-27.31887744,153.0130721,4036,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,3,04,Rear-end
126658,Medical treatment,June,6,Wednesday,3,17,Sideswipe,Multi-Vehicle,-27.49890113,153.0397759,4102,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Grade,1,05,Lane Change
126659,Minor injury,June,6,Tuesday,2,6,Rear-end,Multi-Vehicle,-27.31291345,153.0415111,4017,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
126668,Minor injury,July,7,Saturday,6,23,Hit object,Single Vehicle,-27.49911045,153.039889,4102,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,1,19,Off Carriageway on Curve Hit Object
126975,Medical treatment,October,10,Monday,1,12,Sideswipe,Multi-Vehicle,-27.35648845,153.086708,4014,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
126990,Medical treatment,October,10,Thursday,4,6,Rear-end,Multi-Vehicle,-27.56637344,152.942832,4074,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,3,04,Rear-end
140823,Minor injury,February,2,Wednesday,3,7,Rear-end,Multi-Vehicle,-27.56570946,153.20995,4157,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,3,04,Rear-end
140829,Hospitalisation,March,3,Monday,1,23,Hit object,Single Vehicle,-27.51073446,153.170016,4155,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Grade,1,19,Off Carriageway on Curve Hit Object
140961,Medical treatment,May,5,Friday,5,20,Hit object,Single Vehicle,-27.64656244,152.979306,4124,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,1,19,Off Carriageway on Curve Hit Object
140995,Medical treatment,May,5,Monday,1,13,Sideswipe,Multi-Vehicle,-27.64154744,152.986276,4110,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
141025,Medical treatment,February,2,Tuesday,2,8,Sideswipe,Multi-Vehicle,-27.45190845,153.104606,4172,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
141124,Hospitalisation,March,3,Wednesday,3,11,Rear-end,Multi-Vehicle,-27.39170743,152.8784261,4520,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,1,04,Rear-end
141148,Hospitalisation,October,10,Saturday,6,10,Sideswipe,Multi-Vehicle,-27.49029445,153.033385,4102,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,2,05,Lane Change
141536,Medical treatment,May,5,Thursday,4,7,Overturned,Single Vehicle,-27.33809145,153.041281,4018,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,1,17,Out of Control on Straight
141564,Medical treatment,May,5,Tuesday,2,18,Hit object,Single Vehicle,-27.64433123,153.0293679,4115,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,1,16,Off Carriageway on Straight Hit Object
141589,Medical treatment,May,5,Friday,5,7,Angle,Multi-Vehicle,-27.6344568,152.9552215,4124,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,07,U-turn
141600,Medical treatment,May,5,Thursday,4,8,Rear-end,Multi-Vehicle,-27.61849545,153.077785,4116,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
142097,Hospitalisation,February,2,Friday,5,11,Sideswipe,Multi-Vehicle,-27.65097345,153.067932,4116,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,05,Lane Change
142104,Hospitalisation,February,2,Saturday,6,16,Hit object,Single Vehicle,-27.33400043,152.8718891,4520,80 - 90 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Grade,1,19,Off Carriageway on Curve Hit Object
142113,Minor injury,February,2,Monday,1,7,Rear-end,Multi-Vehicle,-27.59074945,153.109183,4113,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
142164,Hospitalisation,May,5,Sunday,7,23,Hit object,Single Vehicle,-27.47368991,153.1168904,4173,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,1,16,Off Carriageway on Straight Hit Object
142177,Minor injury,May,5,Sunday,7,16,Rear-end,Multi-Vehicle,-27.48940345,153.032919,4102,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,3,04,Rear-end
142193,Medical treatment,March,3,Friday,5,15,Rear-end,Multi-Vehicle,-27.51581245,153.046372,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
142226,Medical treatment,May,5,Thursday,4,17,Rear-end,Multi-Vehicle,-27.49305246,153.124933,4153,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,3,05,Lane Change
142274,Medical treatment,June,6,Sunday,7,18,Rear-end,Multi-Vehicle,-27.63860145,153.061516,4116,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,1,04,Rear-end
142310,Hospitalisation,June,6,Tuesday,2,6,Angle,Multi-Vehicle,-27.61312545,153.078774,4112,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,1,05,Lane Change
142371,Medical treatment,July,7,Monday,1,6,Rear-end,Multi-Vehicle,-27.31207545,153.0387041,4017,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,2,04,Rear-end
142372,Medical treatment,July,7,Monday,1,7,Rear-end,Multi-Vehicle,-27.57425044,152.953248,4076,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
142775,Medical treatment,January,1,Monday,1,9,Sideswipe,Multi-Vehicle,-27.44500245,153.100628,4172,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,1,05,Lane Change
142777,Medical treatment,April,4,Monday,1,7,Sideswipe,Multi-Vehicle,-27.56046045,153.075668,4109,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,4,05,Lane Change
142805,Hospitalisation,March,3,Wednesday,3,16,Hit parked vehicle,Single Vehicle,-27.31859445,153.0494721,4017,100 - 110 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,1,10,Hit Parked Vehicle
142812,Medical treatment,March,3,Monday,1,15,Rear-end,Multi-Vehicle,-27.56694546,153.21142,4157,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,3,04,Rear-end
142910,Minor injury,July,7,Friday,5,12,Rear-end,Multi-Vehicle,-27.54200344,152.943963,4074,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,2,04,Rear-end
142912,Minor injury,July,7,Saturday,6,5,Rear-end,Multi-Vehicle,-27.59285544,152.923835,4076,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,3,04,Rear-end
142924,Medical treatment,July,7,Tuesday,2,15,Sideswipe,Multi-Vehicle,-27.46658645,153.115715,4173,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,1,05,Lane Change
142998,Hospitalisation,September,9,Thursday,4,10,Sideswipe,Multi-Vehicle,-27.58211444,152.934271,4076,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
143038,Hospitalisation,August,8,Tuesday,2,16,Hit object,Single Vehicle,-27.40735046,153.166088,4178,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,1,19,Off Carriageway on Curve Hit Object
143045,Hospitalisation,October,10,Monday,1,13,Hit object,Single Vehicle,-27.33726325,153.0667474,4034,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,16,Off Carriageway on Straight Hit Object
143057,Minor injury,October,10,Wednesday,3,8,Hit object,Single Vehicle,-27.49810644,152.96333,4068,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,16,Off Carriageway on Straight Hit Object
143089,Minor injury,October,10,Saturday,6,19,Rear-end,Multi-Vehicle,-27.50440045,153.03908,4120,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,3,04,Rear-end
143410,Medical treatment,February,2,Friday,5,13,Hit object,Single Vehicle,-27.57965145,153.104415,4123,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,1,16,Off Carriageway on Straight Hit Object
143457,Medical treatment,April,4,Wednesday,3,14,Rear-end,Multi-Vehicle,-27.63967944,152.980606,4110,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,1,04,Rear-end
143489,Medical treatment,May,5,Friday,5,8,Rear-end,Multi-Vehicle,-27.29671444,153.0177871,4036,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
143531,Minor injury,May,5,Tuesday,2,16,Sideswipe,Multi-Vehicle,-27.50495745,153.038956,4120,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
143540,Hospitalisation,May,5,Sunday,7,20,Sideswipe,Multi-Vehicle,-27.52294817,153.0544738,4121,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,05,Lane Change
143541,Medical treatment,August,8,Friday,5,13,Angle,Multi-Vehicle,-27.50884945,153.038668,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
143564,Minor injury,February,2,Wednesday,3,10,Sideswipe,Multi-Vehicle,-27.51627845,153.046692,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
143589,Minor injury,July,7,Sunday,7,15,Angle,Multi-Vehicle,-27.59637544,152.921864,4076,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
143651,Minor injury,September,9,Monday,1,14,Angle,Multi-Vehicle,-27.50299546,153.125397,4153,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
143663,Medical treatment,September,9,Thursday,4,15,Angle,Multi-Vehicle,-27.60154047,153.258412,4165,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,2,01,Intersection: Adjacent Approach
143681,Minor injury,October,10,Friday,5,23,Rear-end,Multi-Vehicle,-27.48723546,153.185006,4154,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,3,04,Rear-end
143969,Hospitalisation,January,1,Wednesday,3,15,Rear-end,Multi-Vehicle,-27.46595545,153.115027,4173,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
144076,Medical treatment,February,2,Tuesday,2,6,Rear-end,Multi-Vehicle,-27.64256545,153.016281,4115,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
144125,Hospitalisation,March,3,Saturday,6,17,Hit object,Single Vehicle,-27.60772145,153.083411,4112,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,1,19,Off Carriageway on Curve Hit Object
144186,Medical treatment,May,5,Wednesday,3,16,Rear-end,Multi-Vehicle,-27.50860645,153.038857,4120,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,2,04,Rear-end
144192,Medical treatment,May,5,Tuesday,2,8,Rear-end,Multi-Vehicle,-27.50868436,153.0385925,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,3,04,Rear-end
144267,Medical treatment,August,8,Tuesday,2,14,Sideswipe,Multi-Vehicle,-27.64285845,153.019652,4115,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,05,Lane Change
144319,Hospitalisation,September,9,Thursday,4,16,Head-on,Multi-Vehicle,-27.60942447,153.234653,4165,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,2,02,Head-on
144765,Hospitalisation,February,2,Monday,1,17,Angle,Multi-Vehicle,-27.47040046,153.134382,4173,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,03,Opposing Vehicles Turning
144847,Hospitalisation,May,5,Thursday,4,6,Rear-end,Multi-Vehicle,-27.64722645,153.043272,4116,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,04,Rear-end
144863,Hospitalisation,May,5,Friday,5,17,Rear-end,Multi-Vehicle,-27.49975245,153.039965,4102,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,1,04,Rear-end
144865,Hospitalisation,May,5,Friday,5,18,Angle,Multi-Vehicle,-27.61418347,153.236271,4165,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Level,3,03,Opposing Vehicles Turning
144892,Hospitalisation,June,6,Monday,1,10,Rear-end,Multi-Vehicle,-27.51942975,153.0512417,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
144894,Medical treatment,July,7,Thursday,4,15,Rear-end,Multi-Vehicle,-27.34416778,153.0768779,4034,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,3,10,Hit Parked Vehicle
144939,Hospitalisation,August,8,Sunday,7,6,Hit object,Single Vehicle,-27.58383145,153.101246,4113,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,1,16,Off Carriageway on Straight Hit Object
144997,Hospitalisation,July,7,Sunday,7,11,Sideswipe,Multi-Vehicle,-27.55815444,153.004602,4106,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
145004,Medical treatment,July,7,Thursday,4,12,Sideswipe,Multi-Vehicle,-27.33744645,153.066921,4034,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
145007,Medical treatment,September,9,Saturday,6,8,Hit object,Single Vehicle,-27.50639244,152.962924,4068,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,1,19,Off Carriageway on Curve Hit Object
145445,Hospitalisation,March,3,Monday,1,12,Hit object,Single Vehicle,-27.31055844,153.0355881,4017,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,1,19,Off Carriageway on Curve Hit Object
145460,Hospitalisation,March,3,Tuesday,2,15,Rear-end,Multi-Vehicle,-27.64549445,153.042366,4116,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,04,Rear-end
145507,Hospitalisation,May,5,Monday,1,5,Sideswipe,Multi-Vehicle,-27.62847945,153.065523,4116,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,1,05,Lane Change
145525,Hospitalisation,February,2,Saturday,6,18,Rear-end,Multi-Vehicle,-27.49522245,153.037128,4102,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
145666,Minor injury,September,9,Wednesday,3,19,Sideswipe,Multi-Vehicle,-27.54668745,153.111122,4122,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Crest,2,06,Parallel Lanes Turning
